SKU,Product Name,Category,Location(s),Average Cost,Total Stock,On Order,Stock Min,Stock Max,Discontinued,hidden carton qty,hidden outer qty,hidden barcode unit,hidden barcode outer,hidden barcode carton
PDSLTNXS-COCSN-5,Pod Salt Nexus 5mg Nic Salts [Sweet Tangerine Coconut / 5mg],E-liquids - Nic Salts,ELECTRA A14-E6,0.85,-10,0,8,16,Y,100,100,5056598140739,5056598141002,
PDSLTNXS-CUBCRM-10,Pod Salt Origin Nic Salt 11mg [Cuban Creme / 11mg],E-liquids - Nic Salts,ELECTRA B15-E8  ELECTRA P22-C1,0.85,262,0,364,728,N,100,5,5056168805990,5056168804443,
PDSLTNXS-CUBCRM-20,Pod Salt Origin Nic Salt 20mg [Cuban Creme / 20mg],E-liquids - Nic Salts,ELECTRA B15-E9  ELECTRA REPLEN B  ELECTRA C21-S3,0.85,162,0,387,773,N,100,10,5056168805976,5056168804429,
PDSLTNXS-FJIBLND-10,Pod Salt Nexus 10mg Nic Salts [Fuji Apple Peach / 10mg],E-liquids - Nic Salts,ELECTRA A11-C9,0.85,121,0,80,160,N,100,10,5056598134974,5056598135049,
PDSLTNXS-FJIBLND-20,Pod Salt Nexus 20mg Nic Salts [Fuji Apple Peach / 20mg],E-liquids - Nic Salts,ELECTRA A11-B16,0.85,45,0,62,124,N,100,100,5056598134981,5056598135056,
PDSLTNXS-FJIBLND-5,Pod Salt Nexus 5mg Nic Salts [Fuji Apple Peach / 5mg],E-liquids - Nic Salts,ELECTRA G13-R1  ELECTRA A15-R1  ELECTRA A16-H7,0.85,154,0,22,44,N,100,1,5056598140746,5056598141019,
PDSLTNXS-FRM-10,Pod Salt Nexus 10mg Nic Salts [Fresh Raspberry Mojito / 10mg],E-liquids - Nic Salts,ELECTRA G13-R1  ELECTRA A11-D13,0.85,136,0,231,461,N,100,10,5056598134196,5056598134493,
PDSLTNXS-FRM-20,Pod Salt Nexus 20mg Nic Salts [Fresh Raspberry Mojito / 20mg],E-liquids - Nic Salts,ELECTRA A11-C14,0.85,60,0,73,147,N,100,10,5056598134202,5056598134509,
PDSLTNXS-FRM-5,Pod Salt Nexus 5mg Nic Salts [Fresh Raspberry Mojito / 5mg],XdeadX,,0.87,0,0,1,1,Y,1,100,5056598140845,5056598140845,
PDSLTNXS-GBB-10,Pod Salt Nexus 10mg Nic Salts [Grape Berry Burst / 10mg],E-liquids - Nic Salts,ELECTRA A11-D5  ELECTRA P13-B2,0.85,143,0,121,243,N,100,10,5056598134219,5056598134516,
PDSLTNXS-GBB-20,Pod Salt Nexus 20mg Nic Salts [Grape Berry Burst / 20mg],E-liquids - Nic Salts,ELECTRA B15-D11  ELECTRA C21-S3,0.85,154,0,185,369,N,100,100,5056598134226,5056598134523,
PDSLTNXS-GBB-5,Pod Salt Nexus 5mg Nic Salts [Grape Berry Burst / 5mg],E-liquids - Nic Salts,ELECTRA G13-R1  ELECTRA A11-C16,0.85,117,0,110,220,N,100,1,5056598140913,5056598141187,
PDSLTNXS-LIQTOB-20,Pod Salt Origin Nic Salt 20mg [Liquor Tobacco / 20mg],E-liquids - Nic Salts,ELECTRA H22-E1,0.85,71,0,10,20,N,100,100,5056168803859,5056168809523,
PDSLTNXS-LLS-10,Pod Salt Nexus 10mg Nic Salts [Lemon Lime Sorbet / 10mg],E-liquids - Nic Salts,ELECTRA H22-C4,0.85,64,0,47,93,N,100,10,5056598135490,5056598135520,
PDSLTNXS-LLS-20,Pod Salt Nexus 20mg Nic Salts [Lemon Lime Sorbet / 20mg],E-liquids - Nic Salts,ELECTRA H22-C6,0.85,53,0,21,41,N,100,100,5056598135001,5056598135070,
PDSLTNXS-LLS-5,Pod Salt Nexus 5mg Nic Salts [Lemon Lime Sorbet / 5mg],E-liquids - Nic Salts,ELECTRA A16-H8,0.85,12,0,5,9,Y,100,100,5056598140838,5056598141101,
PDSLTNXS-MNSTRWPCH-10,Pod Salt Nexus 10mg Nic Salts [Mango Strawberry Peach / 10mg],E-liquids - Nic Salts,ELECTRA A11-C11,0.85,56,0,41,81,N,100,10,5056598134257,5056598134554,
PDSLTNXS-MNSTRWPCH-20,Pod Salt Nexus 20mg Nic Salts [Mango Strawberry Peach / 20mg],E-liquids - Nic Salts,ELECTRA H18-A7,0.85,19,0,42,84,N,100,100,5056598134264,5056598134561,
PDSLTNXS-MNSTRWPCH-5,Pod Salt Nexus 5mg Nic Salts [Mango Strawberry Peach / 5mg],E-liquids - Nic Salts,,0.85,0,0,1,1,Y,100,100,5056598140777,5056598141040,
PDSLTNXS-MNTLTOB-20,Pod Salt Origin Nic Salt 20mg [Menthol Tobacco / 20mg],E-liquids - Nic Salts,ELECTRA H22-E2,0.85,45,0,24,48,N,100,100,5056598100146,5056168811090,
PDSLTNXS-OML-10,Pod Salt Nexus 10mg Nic Salts [Orange Mango Lime / 10mg],E-liquids - Nic Salts,ELECTRA B15-B8,0.85,99,0,67,133,N,100,10,5056598135506,5056598135537,
PDSLTNXS-OML-20,Pod Salt Nexus 20mg Nic Salts [Orange Mango Lime / 20mg],E-liquids - Nic Salts,ELECTRA B6-R2  ELECTRA A14-E4,0.85,99,0,23,45,N,100,100,5056598135018,5056598135087,
PDSLTNXS-OML-5,Pod Salt Nexus 5mg Nic Salts [Orange Mango Lime / 5mg],E-liquids - Nic Salts,ELECTRA A12-A3,0.85,59,0,47,93,N,100,10,5056598140920,5056598141194,
PDSLTNXS-PAR-10,Pod Salt Nexus 10mg Nic Salts [Pear Apple Raspberry / 10mg],E-liquids - Nic Salts,ELECTRA C21-S3  ELECTRA A11-D7,0.85,135,0,121,241,N,100,10,5056598134271,5056598134578,
PDSLTNXS-PAR-20,Pod Salt Nexus 20mg Nic Salts [Pear Apple Raspberry / 20mg],E-liquids - Nic Salts,ELECTRA G13-R1  ELECTRA A16-H6,0.85,93,0,20,40,N,100,1,5056598134288,5056598134585,
PDSLTNXS-PAR-5,Pod Salt Nexus 5mg Nic Salts [Pear Apple Raspberry / 5mg],E-liquids - Nic Salts,ELECTRA C21-S3  ELECTRA A11-B11,0.85,72,0,73,147,N,100,100,5060438149882,5056598141125,
PDSLTNXS-PINPCHLM-10,Pod Salt Nexus 10mg Nic Salts [Pineapple Passion Lime / 10mg],E-liquids - Nic Salts,ELECTRA B15-C8,0.85,58,0,99,199,N,100,10,5056598134295,5056598134592,
PDSLTNXS-PINPCHLM-20,Pod Salt Nexus 20mg Nic Salts [Pineapple Passion Lime / 20mg],E-liquids - Nic Salts,ELECTRA H22-C7,0.85,57,0,31,63,N,100,100,5056598134301,5056598134608,
PDSLTNXS-PINPCHLM-5,Pod Salt Nexus 5mg Nic Salts [Pineapple Passion Lime / 5mg],E-liquids - Nic Salts,ELECTRA H22-D4,0.85,39,0,33,67,N,100,100,5056598140784,5056598141057,
PDSLTNXS-PROGRN-10,Pod Salt Nexus 10mg Nic Salts [White Grape Cucumber / 10mg],E-liquids - Nic Salts,ELECTRA B15-D5,0.85,62,0,190,380,N,100,10,5056598134417,5056598134714,
PDSLTNXS-PROGRN-20,Pod Salt Nexus 20mg Nic Salts [White Grape Cucumber / 20mg],E-liquids - Nic Salts,ELECTRA A11-B6,0.85,66,0,89,179,N,100,100,5056598134424,5056598134721,
PDSLTNXS-PROGRN-5,Pod Salt Nexus 5mg Nic Salts [White Grape Cucumber / 5mg],E-liquids - Nic Salts,ELECTRA B15-B5,0.85,104,0,51,103,N,100,100,5056598140753,5056598141026,
PDSLTNXS-RNBW-10,Pod Salt Nexus 10mg Nic Salts [Rainbow / 10mg],E-liquids - Nic Salts,ELECTRA A11-C7,0.85,52,0,47,93,N,100,10,5056598134318,5056598134615,
PDSLTNXS-RNBW-20,Pod Salt Nexus 20mg Nic Salts [Rainbow / 20mg],XdeadX,,0.87,0,0,1,1,Y,1,200,5056598134325,5056598134622,
PDSLTNXS-RNBW-5,Pod Salt Nexus 5mg Nic Salts [Rainbow / 5mg],E-liquids - Nic Salts,ELECTRA B15-C2,0.85,52,0,51,103,N,100,100,5056598140760,5056598141033,
PDSLTNXS-ROYTOB-10,Pod Salt Origin Nic Salt 11mg [Royal Tobacco / 11mg],E-liquids - Nic Salts,ELECTRA D4-S1  ELECTRA C21-S3  ELECTRA A11-D6,0.85,55,0,89,177,N,100,5,5056598100436,5056168802067,
PDSLTNXS-ROYTOB-20,Pod Salt Origin Nic Salt 20mg [Royal Tobacco / 20mg],E-liquids - Nic Salts,ELECTRA B15-D7,0.85,67,0,130,260,N,100,5,5056598100184,5056168841745,
PDSLTNXS-SBR-10,Pod Salt Nexus 10mg Nic Salts [Strawberry Banana Rhubarb / 10mg],E-liquids - Nic Salts,ELECTRA A11-E13,0.85,109,0,145,289,N,100,10,5056598134356,5056598134653,
PDSLTNXS-SBR-20,Pod Salt Nexus 20mg Nic Salts [Strawberry Banana Rhubarb / 20mg],E-liquids - Nic Salts,ELECTRA B15-B12,0.85,79,0,75,151,N,100,100,5056598134363,5056598134660,
PDSLTNXS-SBR-5,Pod Salt Nexus 5mg Nic Salts [Strawberry Banana Rhubarb / 5mg],E-liquids - Nic Salts,ELECTRA B15-D4  ELECTRA C21-S3,0.85,99,0,135,269,N,100,100,5056598140876,5056598141149,
PDSLTNXS-SF-BBL-100,Pod Salt Nexus 100ml Shortfills [Blueberry Blackberry Lemonade],E-liquids - Shortfills,ELECTRA A5-C16,2.00,36,0,55,109,N,40,1,5060438142906,5060438142906,
PDSLTNXS-SF-BLI-100,Pod Salt Nexus 100ml Shortfills [Berry Lemon Ice],E-liquids - Shortfills,ELECTRA A5-C13,2.00,24,0,57,113,N,40,40,5056598102027,5056598102027,
PDSLTNXS-SF-BRCB-100,Pod Salt Nexus 100ml Shortfills [Blue Razz Cherry],E-liquids - Shortfills,ELECTRA A5-A12,2.00,-10,0,21,41,N,40,40,5056598102003,5056598102003,
PDSLTNXS-SF-FAP-100,Pod Salt Nexus 100ml Shortfills [Fuji Apple Peach],E-liquids - Shortfills,ELECTRA B21-C1,2.00,61,0,38,76,N,40,40,5060438142883,5060438142883,
PDSLTNXS-SF-FRM-100,Pod Salt Nexus 100ml Shortfills [Fresh Raspberry Mojito],E-liquids - Shortfills,ELECTRA A5-A11,2.00,-9,0,9,19,N,40,40,5056598101983,5056598101983,
PDSLTNXS-SF-GBB-100,Pod Salt Nexus 100ml Shortfills [Grape Berry Burst],E-liquids - Shortfills,,2.00,-1,0,1,1,N,40,40,5056598102058,5056598102058,
PDSLTNXS-SF-LLS-100,Pod Salt Nexus 100ml Shortfills [Lemon Lime Sorbet],E-liquids - Shortfills,ELECTRA A7-D14,2.00,14,0,17,33,N,40,40,5056598101976,5056598101976,
PDSLTNXS-SF-LRG-100,Pod Salt Nexus 100ml Shortfills [Lime Raspberry Grapefruit],E-liquids - Shortfills,ELECTRA A5-C14,2.00,31,0,32,64,N,40,40,5060438144061,5060438144061,
PDSLTNXS-SF-MSP-100,Pod Salt Nexus 100ml Shortfills [Mango Strawberry Peach],E-liquids - Shortfills,ELECTRA B19-B10,2.00,17,0,43,87,N,40,1,5060438144085,5060438144085,
PDSLTNXS-SF-OML-100,Pod Salt Nexus 100ml Shortfills [Orange Mango Lime],XdeadX,,2.00,0,0,1,1,Y,1,40,5056598102065,5056598102065,
PDSLTNXS-SF-PAR-100,Pod Salt Nexus 100ml Shortfills [Pear Apple Raspberry],E-liquids - Shortfills,ELECTRA A5-C15,2.00,39,0,48,96,N,40,40,5056598101990,5056598101990,
PDSLTNXS-SF-PPL-100,Pod Salt Nexus 100ml Shortfills [Pineapple Passion Lime],E-liquids - Shortfills,ELECTRA B19-B11,2.00,9,0,17,33,N,40,40,5060438144122,5060438144122,
PDSLTNXS-SF-RNBW-100,Pod Salt Nexus 100ml Shortfills [Rainbow],E-liquids - Shortfills,ELECTRA A7-D15,2.00,18,0,37,73,N,40,40,5060438142944,5060438142944,
PDSLTNXS-SF-SBR-100,Pod Salt Nexus 100ml Shortfills [Strawberry Banana Rhubarb],E-liquids - Shortfills,ELECTRA B21-C2,2.00,34,0,28,56,N,40,1,5056598102010,5056598102010,
PDSLTNXS-SF-SOURBR-100,Pod Salt Nexus 100ml Shortfills [Sour Blue Raspberry],E-liquids - Shortfills,,2.00,0,0,1,1,N,40,40,5060438144108,5060438144108,
PDSLTNXS-SF-SSL-100,Pod Salt Nexus 100ml Shortfills [Sweet Strawberry Lemonade],E-liquids - Shortfills,,2.10,0,0,1,1,N,40,40,5056598102041,5056598102041,
PDSLTNXS-SF-STC-100,eBay | Shortfill | Pod Salt Nexus 70/30 100ml | % [Sweet Tangerine Coconut],XdeadX,,2.25,0,0,1,1,Y,1,40,5060438142869,,
PDSLTNXS-SF-SWK-100,Pod Salt Nexus 100ml Shortfills [Strawberry Watermelon Kiwi],E-liquids - Shortfills,ELECTRA A7-D13,2.00,0,0,30,60,N,40,40,5060438142920,5060438142920,
PDSLTNXS-SF-WGB-100,Pod Salt Nexus 100ml Shortfills [White Gummy Bear],E-liquids - Shortfills,ELECTRA B19-D1,2.00,23,0,20,40,N,40,40,5056598102034,5056598102034,
PDSLTNXS-SF-WGC-100,Pod Salt Nexus 100ml Shortfills [White Grape Cucumber],E-liquids - Shortfills,ELECTRA B21-C3,2.00,38,0,37,75,N,40,40,5060438142968,5060438142968,
PDSLTNXS-SRBLURAS-10,Pod Salt Nexus 10mg Nic Salts [Sour Blue Raspberry / 10mg],E-liquids - Nic Salts,ELECTRA B15-D6  ELECTRA G13-R1  ELECTRA C21-S3,0.85,113,0,197,395,N,100,10,5056598134332,5056598134639,
PDSLTNXS-SRBLURAS-20,Pod Salt Nexus 20mg Nic Salts [Sour Blue Raspberry / 20mg],E-liquids - Nic Salts,ELECTRA A11-B3,0.85,37,0,108,216,N,100,100,5056598134349,5056598134646,
PDSLTNXS-SRBLURAS-5,Pod Salt Nexus 5mg Nic Salts [Sour Blue Raspberry / 5mg],E-liquids - Nic Salts,ELECTRA C21-S3  ELECTRA B15-B7,0.85,90,0,59,117,N,100,100,5056598140814,5056598141088,
PDSLTNXS-SSL-10,Pod Salt Nexus 10mg Nic Salts [Sweet Strawberry Lemonade / 10mg],E-liquids - Nic Salts,ELECTRA A11-E2,0.85,120,0,87,175,N,100,10,5056598134394,5056598134691,
PDSLTNXS-SSL-20,Pod Salt Nexus 20mg Nic Salts [Sweet Strawberry Lemonade / 20mg],E-liquids - Nic Salts,ELECTRA C21-S3  ELECTRA A11-C5,0.85,75,0,53,107,N,100,100,5056598134400,5056598134707,
PDSLTNXS-SSL-5,Pod Salt Nexus 5mg Nic Salts [Sweet Strawberry Lemonade / 5mg],E-liquids - Nic Salts,ELECTRA B15-C3,0.85,108,0,67,133,N,100,100,5056598140906,5056598141170,
PDSLTNXS-STRWWATKW-10,Pod Salt Nexus 10mg Nic Salts [Strawberry Watermelon Kiwi / 10mg],E-liquids - Nic Salts,ELECTRA A11-C3,0.85,86,0,61,123,N,100,10,5056598134370,5056598134677,
PDSLTNXS-STRWWATKW-20,Pod Salt Nexus 20mg Nic Salts [Strawberry Watermelon Kiwi / 20mg],E-liquids - Nic Salts,ELECTRA C21-S3  ELECTRA A11-C13,0.85,61,0,87,173,N,100,10,5056598134387,5056598134684,
PDSLTNXS-STRWWATKW-5,Pod Salt Nexus 5mg Nic Salts [Strawberry Watermelon Kiwi / 5mg],XdeadX,,0.85,-3,0,0,0,Y,1,10,5056598140791,5056598141064,
PDSLTNXS-TRUTOB-10,Pod Salt Origin Nic Salt 11mg [True Tobacco / 11mg],E-liquids - Nic Salts,ELECTRA A11-E11,0.85,74,200,87,175,N,100,100,5056598100283,5060438140261,
PDSLTNXS-TRUTOB-20,Pod Salt Origin Nic Salt 20mg [True Tobacco / 20mg],E-liquids - Nic Salts,ELECTRA A11-E14,0.85,110,0,185,369,N,100,100,5056598100030,5056168841684,
PDSLTNXS-WGB-10,Pod Salt Nexus 10mg Nic Salts [White Gummy Bear / 10mg],E-liquids - Nic Salts,ELECTRA A11-E8  ELECTRA REPLEN A,0.85,90,0,206,412,N,100,10,5056598134431,5056598134738,
PDSLTNXS-WGB-20,Pod Salt Nexus 20mg Nic Salts [White Gummy Bear / 20mg],E-liquids - Nic Salts,ELECTRA A10-H1  ELECTRA P13-B2,0.85,120,0,89,177,N,100,10,5056598134448,5056598134745,
PDSLTNXS-WGB-5,Pod Salt Nexus 5mg Nic Salts [White Gummy Bear / 5mg],E-liquids - Nic Salts,ELECTRA A11-D4  ELECTRA P13-B2,0.85,104,0,155,309,N,100,100,5056598140890,5056598141163,
PDXC30-NP,Pablo Dry Nicotine Pouches [X-Ice Cold / 30mg],Nicotine Pouches,WITTON TRADE D3-A7,1.32,0,0,1,1,Y,240,10,5744000761589,5744000760445,
PEA2PNEW-POS,Pablo Exclusive Poster [A2],POS,,0.01,993,0,1,1,N,1,1,,1234,
PEA3PNEW-POS,Pablo Exclusive Poster [A3],POS,,0.01,993,0,1,1,N,1,1,,1234,
PEA4PNEW-POS,Pablo Exclusive Poster [A4],POS,,0.01,0,0,5,100,N,1,1,,,
PEBCC50-NP,Pablo Exclusive Nicotine Pouches [Blueberry Cranberry Cherry / 50mg],Nicotine Pouches,ELECTRA REPLEN G  ELECTRA T7-C1  ELECTRA G16-B2  MEZ-ASTON Z11-E5  WITTON TRADE E0-F4,1.45,1381,0,13047,26095,N,240,10,5740031409520,5740031409537,5740031409544
PEBM50-NP,Pablo Exclusive Nicotine Pouches [Blue Mint / 50mg],Nicotine Pouches,ELECTRA G16-D1  ELECTRA T13-B1  ELECTRA P13-B2  MEZ-ASTON Z9-A5  WITTON TRADE D3-B12,1.42,5911,0,4819,9637,N,240,10,5740031400725,5740031400732,5740031400749
PEBPI50-NP,Pablo Exclusive Nicotine Pouches [Blueberry Peach Ice / 50mg],Nicotine Pouches,ELECTRA REPLEN G  ELECTRA T25-C1  ELECTRA T11-B3  ELECTRA T7-C3  ELECTRA G16-B10  MEZ-ASTON Z6-G3  WITTON TRADE E0-G2,1.42,17016,0,5395,10791,N,240,10,5740031409490,5740031409506,5740031409513
PEBR50-NP,Pablo Exclusive Nicotine Pouches [Blue Raspberry / 50mg],Nicotine Pouches,ELECTRA T25-B4  ELECTRA REPLEN G  ELECTRA T19-B1  ELECTRA G16-A3  MEZ-ASTON Z9-E5  WITTON TRADE D3-B4,1.45,18797,0,12429,24859,N,240,10,5740031400480,5740031400497,5740031400503
PECC50-NP,Pablo Exclusive Nicotine Pouches [Cherry Cola / 50mg],Nicotine Pouches,ELECTRA T21-B1  ELECTRA T17-C3  ELECTRA P2-A2  ELECTRA G16-C10  MEZ-ASTON Z9-D5  WITTON TRADE D3-A13,1.49,12300,0,9013,18025,N,240,10,5740031400756,5740031400763,
PECDU3TA-POS,Pablo Empty CDU [3 Tier Acrylic],POS,,20.07,-2,0,1,1,N,1,1,,1234,
PECMNEW-POS,Pablo Exclusive [Counter Matt],POS,,0.01,0,0,5,100,N,1,1,,,
PECO50-NP,Pablo Exclusive Nicotine Pouches [Cola / 50mg],Nicotine Pouches,ELECTRA REPLEN G  ELECTRA T3-C2  ELECTRA T13-B2  ELECTRA G16-B5  WITTON TRADE E0-G4,1.49,14975,0,5673,11347,N,240,10,5740031416818,5740031416825,
PEDC50-NP,Pablo Exclusive Nicotine Pouches [Dark Cherry / 50mg],Nicotine Pouches,ELECTRA T23-B4  ELECTRA REPLEN G  ELECTRA G16-B6  MEZ-ASTON Z9-C5  WITTON TRADE D3-B9,1.49,2485,0,15047,30095,N,240,10,5740031400633,5740031400640,5740031400657
PEGM50-NP,Pablo Exclusive Nicotine Pouches [Green Mint / 50mg],Nicotine Pouches,ELECTRA G16-D3  ELECTRA T13-B3  ELECTRA T11-B1  MEZ-ASTON Z9-B5  WITTON TRADE D3-B11,1.46,3581,0,2416,4832,N,240,10,5740031400695,5740031400701,5740031400718
PEL50-NP,Pablo Exclusive Nicotine Pouches [Liquorice / 50mg],Nicotine Pouches,ELECTRA G16-D6  MEZ-ASTON Z9-E4  WITTON TRADE D0-C7,1.42,726,0,563,1127,N,240,10,5740031400664,5740031400671,5740031400688
PELE50-NP,Pablo Exclusive Nicotine Pouches [Lemonade / 50mg],Nicotine Pouches,ELECTRA REPLEN G  ELECTRA T5-C4  ELECTRA T7-B4  ELECTRA T25-B1  ELECTRA G16-B3  MEZ-ASTON Z9-F5  WITTON TRADE D3-B8,1.49,15616,0,9417,18835,N,240,10,5740031400602,5740031400619,5740031400626
PEM50-NP,Pablo Exclusive Nicotine Pouches [Mocca / 50mg],Nicotine Pouches,ELECTRA G16-D5  ELECTRA G23-S1  ELECTRA T15-B3  MEZ-ASTON Z7-F5  WITTON TRADE D3-B2,1.42,1819,0,321,643,N,240,10,5744000761916,5740031401937,5744000762920
PEMI50-NP,Pablo Nicotine Pouches [Mango],-,,0.00,-960,0,1,1,N,240,1,,,
PENEW-POS,Pablo Exclusive [Till Wobbler],POS,,0.01,494,0,1,1,N,1,1,,12234,
PENTHOL-PEN,Penthol Applicator Pen [Cigarette Applicator Pen],Other,,0.00,2440,0,5,100,Y,1,25,,,
PEO50-NP,Pablo Exclusive Nicotine Pouches [Orange / 50mg],Nicotine Pouches,ELECTRA T27-B2  ELECTRA G16-B7  MEZ-ASTON Z11-A5  WITTON TRADE D3-B5,1.49,9750,0,4156,8312,N,240,10,5740031400510,5740031400527,5740031400534
PEPL50-NP,Pablo Exclusive Nicotine Pouches [Pink Lemonade / 50mg],Nicotine Pouches,ELECTRA G16-D9  ELECTRA G23-S1  ELECTRA T17-B2  ELECTRA T15-B3  WITTON TRADE D3-B14,1.49,7475,0,7421,14841,N,240,10,5740031409315,5740031409322,5740031409339
PESB-POS,Pablo Exclusive [Sample Box],POS,,4.94,348,0,1,3,N,1,1,222223332,12345,
PESBB50-NP,Pablo Exclusive Nicotine Pouches [Sour Blueberries / 50mg],Nicotine Pouches,ELECTRA REPLEN G  ELECTRA T23-C3  ELECTRA T19-C2  ELECTRA T19-B2  ELECTRA G16-B9  MEZ-ASTON Z6-K3  WITTON TRADE F6-D2,1.42,16226,0,5617,11235,N,240,10,5740031409407,5740031409414,5740031409421
PESTK50-NP,Pablo Exclusive Nicotine Pouches [Strawberry Kiwi / 50mg],Nicotine Pouches,ELECTRA REPLEN G  ELECTRA F5-R2  ELECTRA T27-C1  ELECTRA G16-B8  MEZ-ASTON Z9-A4  WITTON TRADE F6-D3,1.42,5597,0,12063,24125,N,240,10,5740031409612,5740031409629,5740031409636
PESW50-NP,Pablo Exclusive Nicotine Pouches [Strawberry Watermelon / 50mg],Nicotine Pouches,ELECTRA REPLEN G  ELECTRA T15-B4  ELECTRA G16-B1  MEZ-ASTON Z11-B5  WITTON TRADE D3-B6,1.45,4499,0,8581,17161,N,240,10,5740031400541,5740031400558,5740031400565
PETP50-NP,Pablo Exclusive Nicotine Pouches [Tropical Punch / 50mg],Nicotine Pouches,ELECTRA T17-B1  ELECTRA P13-B2  ELECTRA G16-B4  MEZ-ASTON Z11-C5  WITTON TRADE D3-B7,1.44,10893,0,9179,18359,N,240,10,5740031400572,5740031400589,5740031400596
PF-POS,PIXL Floormat [Floormat],POS,,0.01,158,1000,93,187,N,1,1,00000000000,00000000000,00000000000
PF16-NP,eBay | Pouches | POKE Nicotine Pouches | % [Freeze Mint / 16 mg/ml],Nicotine Pouches,,1.38,0,0,1,1,Y,1,1,5744000049984,5744000049984,
PF9-NP,eBay | Pouches | POKE Nicotine Pouches | % [Freeze Mint / 9 mg/ml],Nicotine Pouches,,1.38,0,0,1,1,Y,1,1,5744000041445,5744000041445,
PFRICFOC17-NP,Pablo Gold Nicotine Pouches FOC [Frosted Ice / 17mg],Nicotine Pouches,,0.00,-21,0,329,659,N,240,5,,,
PFRMNFOC17-NP,Pablo Gold Nicotine Pouches FOC [Frosted Mint / 17mg],Nicotine Pouches,,0.00,0,0,343,687,N,240,5,,,
PFS-S,Punch 100ml Shortfill [Fruito Squash / 0mg],XdeadX,,2.00,0,0,1,1,Y,1,1,5056848800437,5056848800437,
PG170G-C,Peelerz Grape 170g RRP £3.99 [12 pcs],Non-Vape - Confectionary,,18.00,0,0,1,1,N,1,1,00000000000,10810051807254,
PGB65G-C,Peelerz Gummy Banana 65g RRP £1.69 [12 pcs],Non-Vape - Confectionary,ELECTRA F18-S2  ELECTRA F14-R3  ELECTRA F14-R2  ELECTRA F10-S2  ELECTRA G6-A1  WITTON TRADE D7-A2,8.89,604,576,175,351,N,1,1,6936756271194,6936756271194,
PGEA2P-POS,Pablo Gold Edition Poster [A2],POS,,0.01,861,0,27,53,N,1,1,,1234,
PGEBR17-NP,Pablo Gold Edition 17mg Nicotine Pouches [Blue Raspberry / 17mg],Nicotine Pouches,ELECTRA G16-C2  MEZ-ASTON Z6-G4  WITTON TRADE F6-C2,1.42,-297,0,4194,8388,N,240,5,5740031410274,5740031410281,5740031410298
PGECCDU-POS,Pablo Gold Edition [Completed CDU],POS,,3.00,-314,182,1,1,N,1,1,12345,1234,
PGECDU-POS,Pablo Gold Edition [CDU],POS,,3.88,0,0,1,1,N,1,1,,1234,
PGECM-POS,Pablo Gold Edition [Counter Matt],POS,ELECTRA Z3-D6,0.01,390,0,5,100,N,1,1,00000000000,00000000000,1
PGEDC17-NP,Pablo Gold Edition 17mg Nicotine Pouches [Dark Cherry / 17mg],Nicotine Pouches,ELECTRA T17-B4  ELECTRA G23-S1  ELECTRA G16-C1  MEZ-ASTON Z6-H4  WITTON TRADE F6-A14,1.49,5130,0,7703,15407,N,240,5,5740031410243,5740031410250,5740031410267
PGEFI17-NP,Pablo Gold Edition 17mg Nicotine Pouches [Frosted Ice / 17mg],Nicotine Pouches,ELECTRA T9-C2  ELECTRA G16-C7  MEZ-ASTON Z6-I4  WITTON TRADE F6-E1,1.42,-176,0,1624,3248,N,240,5,5740031410069,5740031410076,5740031410083
PGEFM17-NP,Pablo Gold Edition 17mg Nicotine Pouches [Frosted Mint / 17mg],Nicotine Pouches,ELECTRA G16-C8  MEZ-ASTON Z6-J4  WITTON TRADE F6-F16,1.42,-353,0,1478,2956,N,240,5,5740031410090,5740031410106,
PGEGI17-NP,Pablo Gold Edition 17mg Nicotine Pouches [Grape Ice / 17mg],Nicotine Pouches,ELECTRA G23-S1  ELECTRA T13-C1  ELECTRA G16-C3  MEZ-ASTON Z6-G5  WITTON TRADE F6-G2,1.42,2060,0,5383,10767,N,240,5,5740031410120,5740031410137,5740031410144
PGEK17-NP,Pablo Gold Edition 17mg Nicotine Pouches [Kiwi / 17mg],Nicotine Pouches,ELECTRA T9-C3  ELECTRA G16-C6  MEZ-ASTON Z6-H5  WITTON TRADE F6-F2,1.49,3412,0,2977,5953,N,240,5,5740031410151,5740031410168,5740031410175
PGEP17-NP,Pablo Gold Edition 17mg Nicotine Pouches [Passion Fruit / 17mg],Nicotine Pouches,ELECTRA REPLEN G  ELECTRA T13-C3  ELECTRA G16-C5  MEZ-ASTON Z6-I5  WITTON TRADE F6-D13,1.49,4147,0,2618,5236,N,240,5,5740031410182,5740031410199,5740031410205
PGEPA3-POS,Pablo Gold Edition Poster [A3],POS,ELECTRA Z3-B2  WITTON TRADE P3-B2,0.01,875,0,83,167,N,1,1,00000000000,1234,
PGEPA4-POS,Pablo Gold Edition Poster [A4],POS,ELECTRA Z2-I7  WITTON TRADE P2-I7,0.01,763,0,154,308,N,1,1,00000000000,1234,1
PGETP17-NP,Pablo Gold Edition 17mg Nicotine Pouches [Tropical Punch / 17mg],Nicotine Pouches,ELECTRA T15-C4  ELECTRA G16-C4  MEZ-ASTON Z6-L4  WITTON TRADE F6-F15,1.49,3784,0,3432,6864,N,240,5,5740031410212,5740031410229,5740031410236
