SKU,Product Name,Category,Location(s),Average Cost,Total Stock,On Order,Stock Min,Stock Max,Discontinued,hidden carton qty,hidden outer qty,hidden barcode unit,hidden barcode outer,hidden barcode carton
SACTPMP-C,Signature Action PMP 10pk RRP £5.89 [Menthol],Cigarillo,ELECTRA G24-E11  ELECTRA G24-R1  ELECTRA REPLEN A  WITTON TRADE D20-F5,3.53,950,0,1873,3747,N,300,10,87355444,8720400711147,
sale-miscellaneous-shop,Sale Miscellaneous - Shop [miscellaneous],POS,,0.00,0,0,1,1,N,1,1,,,
SALTHAUS-NS-BCC-10,Blue Cherry Cranberry Nic Salt E-liquid by Salt Haus [10mg],XdeadX,,0.95,0,0,1,1,Y,1,1,5056168800346,5056168813179,
SALTHAUS-NS-GB-10,Gummy Bear Nic Salt E-liquid by Salt Haus [10mg],XdeadX,,0.95,0,0,1,1,Y,1,1,5056168800360,5056168812691,
SALTHAUS-NS-PL-10,Pink Lemonade Nic Salt E-liquid by Salt Haus [10mg],XdeadX,,0.95,0,0,1,1,Y,1,1,5060438148212,5056168812639,
SALTHAUS-POS-FLAVCRD,Salt Haus POS A5 Flavour Card [Flavour Card],POS,,0.00,0,0,5,100,Y,1,1,,,
SAM10-C,Signature Action 10pk RRP £6.10 [Menthol],Cigarillo,ELECTRA G24-F1  ELECTRA G24-R1  ELECTRA REPLEN A  WITTON TRADE D20-F1,3.62,640,0,673,1347,N,300,10,87355444,8720400465422,
SAM17-C,Signature Action 17pk RRP £11.35 [Menthol],Cigarillo,ELECTRA G24-E12  ELECTRA G24-R1  WITTON TRADE D14-F5,6.17,510,0,153,307,N,250,10,87370874,8720400703562,
SAWBL130ML-SHW,Skins Aqua Water Based Lubricant 4.4 fl oz 130ml RRP £9.99 [1 pcs],Non-Vape - Health & Wellbeing,ELECTRA G24-B9  WITTON TRADE E11-D10,2.74,26,100,45,91,N,1,1,5037353004664,5037353004664,
SBB05MG,SALT Berry Bomb Nic Salt [5mg],XdeadX,,0.75,0,0,1,1,Y,1,1,5056325616865,5056325616865,
SBCHFSWH4X24-AC,Snack Break Chocolate Filling Snack Wafer Halal 40g RRP £0.59 [24 pcs],Non-Vape - Snacks,,6.00,0,0,1,1,Y,1,1,,024354212018,
SBHFSWH4X24-AC,Snack Break Hazelnut Filling Snack Wafer Halal 40g RRP £0.59 [24 pcs],Non-Vape - Snacks,,6.00,0,2,1,1,Y,1,1,,024354212025,
SBMDBSRB-DV,SKE Crystal Bar Blueberry Sour Raspberry - MFG Dummy Stock [SKE Crystal Bar Blueberry Sour Raspberry],POS,,0.01,0,0,1,1,Y,1,1,,,
SBMDCIR-DV,SKE Crystal Bar Cherry Ice - MFG Dummy Stock [SKE Crystal Bar Cherry Ice],POS,,0.01,0,0,1,1,Y,1,1,,,
SBMDLLY-DV,SKE Crystal Bar Lemon Lime - MFG Dummy Stock [SKE Crystal Bar Lemon Lime],POS,,0.01,0,0,1,1,Y,1,1,,,
SBMDRR-DV,SKE Crystal Bar Rainbow - MFG Dummy Stock [SKE Crystal Bar Rainbow],POS,,0.01,0,0,1,1,Y,1,1,,,
SBMDSBR-DV,SKE Crystal Bar Strawberry Burst - MFG Dummy Stock [SKE Crystal Bar Strawberry Burst],POS,,0.01,0,0,1,1,Y,1,1,,,
SBMDSPILB-DV,SKE Crystal Bar Sour Pineapple Ice - MFG Dummy Stock [SKE Crystal Bar Sour Pineapple Ice],POS,,0.01,0,0,1,1,Y,1,1,,,
SBMDWSBR-DV,SKE Crystal Bar Watermelon Strawberry Bubblegum - MFG Dummy Stock [SKE Crystal Bar Watermelon Strawberry Bubblegum],POS,,0.01,-14,0,1,1,N,1,1,,,
SBNSUS1SUS-C,Shades by Niko Straight Up Strawberry 150g RRP £1.79-£1.99 [20 pcs] [20pc],Non-Vape - Confectionary,ELECTRA D16-S1  ELECTRA D14-R3  ELECTRA D14-R2  ELECTRA D14-R1  ELECTRA D10-S1  ELECTRA D8-S3  ELECTRA H2-A3  HUB H3-B4  HUB I2-B3  HUB I2-B2  HUB I2-B1  HUB H4-B1  HUB A7-A3  HUB A7-A2  HUB A5-A3  WITTON TRADE D5-A1,19.20,1932,0,1197,2393,N,1,1,5061083300017,15061083300014,
SBNTB1TB-C,Shades by Niko Tropical Blast 150g RRP £1.79-£1.99 [18pcs] [18pc],Non-Vape - Confectionary,ELECTRA E22-R2  ELECTRA D10-S3  ELECTRA D10-S2  ELECTRA D8-R2  ELECTRA D6-S1  ELECTRA B10-R1  ELECTRA B4-R3  ELECTRA H2-A4  HUB H4-B4  HUB H4-B2  HUB B1-A1  HUB A10-A2  HUB A9-A1  WITTON TRADE D5-A2,17.28,1506,0,859,1717,N,1,1,5061083300000,15061083300007,
SBNTO1TO-C,Shades by Niko The Originals 150g RRP £1.79-£1.99 [18pcs] [18pc],Non-Vape - Confectionary,ELECTRA D16-S3  ELECTRA D12-S3  ELECTRA D9-S3  ELECTRA D6-S2  ELECTRA H2-A5  ELECTRA REPLEN A  HUB I1-B3  HUB I1-B2  HUB G3-A2  HUB B6-A2  HUB F1-A1  HUB A9-A3  HUB A4-A3  WITTON TRADE D5-A3,17.28,1610,0,1377,2753,N,1,1,5061083300024,15061083300021,
SBR05MG,SALT Blue Raspberry Nic Salt [5mg],XdeadX,,0.75,0,0,1,1,Y,1,1,5056325616872,5056325616872,
SC1305-N,Samyang Carbanaro 130g RRP £11.49 [5 pcs],Non-Vape - Groceries,ELECTRA F6-S3  ELECTRA F6-S2  ELECTRA F5-S3  ELECTRA F5-S2  ELECTRA F5-S1  ELECTRA REPLEN A  ELECTRA G11-A1  WITTON TRADE D10-A4,4.85,2114,4800,892,1784,N,1,1,00000000000,8801073142312,
SC4I1BE-DV,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Blue Edition],Pre-filled Pod Kits,ELECTRA G23-S1  ELECTRA C15-R3  ELECTRA A24-C8  ELECTRA T17-A3  ELECTRA P22-B1  ELECTRA P8-C2  WITTON TRADE B14-A9,4.47,570,0,17,35,Y,100,5,6942417201387,6942417204685,
SC4I1BE-DV-IE,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Blue Edition],Rol SKU,,4.50,0,0,1,1,Y,100,1,,,
SC4I1BE-P,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Blue Edition / 20mg],Pre-filled Pods,ELECTRA B21-B15,3.00,-60,0,95,191,Y,240,10,6942417206146,6942417206191,
SC4I1BE-P-IE,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Blue Edition],XdeadX,,3.00,0,0,1,1,Y,240,1,,,
SC4I1BE-P-UK,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Blue Edition],XdeadX,,0.00,0,0,5,100,Y,1,1,,,
SC4I1GE-DV,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Green Edition],Pre-filled Pod Kits,ELECTRA G23-S1  ELECTRA C15-R3  ELECTRA A24-B4  ELECTRA T17-A1  ELECTRA R7-C1  WITTON TRADE B13-A5,3.62,835,0,27,53,Y,100,5,6942417201332,6942417204630,
SC4I1GE-DV-IE,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Green Edition],Rol SKU,,4.50,0,0,1,1,Y,100,1,,,
SC4I1GE-P,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Green Edition / 20mg],Pre-filled Pods,ELECTRA B21-D14  ELECTRA G23-S1  ELECTRA B6-R2,3.00,89,0,114,228,Y,240,10,6942417206139,6942417206184,
SC4I1GE-P-IE,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Green Edition],XdeadX,,3.00,0,0,1,1,Y,240,1,,,
SC4I1GE-P-UK,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Green Edition],XdeadX,,0.00,0,0,5,100,Y,1,1,,,
SC4I1PBL-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Blueberry Lime / 20mg],Pre-filled Pods,ELECTRA B21-A14  WITTON TRADE C10-B10,3.00,28,0,91,181,Y,240,10,6942417201578,6942417201738,
SC4I1PBL-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Blueberry Lime],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PBL-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Blueberry Lime],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PBP-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Blueberry Peach / 20mg],XdeadX,,3.03,0,0,1,1,Y,240,10,6942417201660,6942417201820,
SC4I1PBP-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Blueberry Peach],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PBP-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Blueberry Peach],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PBR-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Blueberry Raspberries / 20mg],XdeadX,,3.00,0,0,1,1,Y,240,10,6942417201769,6942417201769,
SC4I1PBR-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Blueberry Raspberries],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PBR-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Blueberry Raspberries],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PBSR-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Blueberry Sour Raspberry / 20mg],XdeadX,ELECTRA A24-E11,3.00,36,0,30,60,N,240,10,6942417201721,6942417201721,
SC4I1PBSR-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Blueberry Sour Raspberry],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PBSR-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Blueberry Sour Raspberry],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PCI-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Cherry Ice / 20mg],Pre-filled Pods,ELECTRA H22-E5,3.00,4,0,41,81,Y,240,10,6942417201547,6942417201707,
SC4I1PCI-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Cherry Ice],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PCI-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Cherry Ice],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PCOI-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Cola Ice / 20mg],XdeadX,,3.00,0,0,1,1,Y,240,10,6942417201639,6942417201790,
SC4I1PCOI-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Cola Ice],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PCOI-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Cola Ice],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PFC-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Fizzy Cherry / 20mg],Pre-filled Pods,,3.00,0,0,1,1,Y,240,10,6942417201585,6942417201745,
SC4I1PFC-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Fizzy Cherry],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PFC-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Fizzy Cherry],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PFM-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Tropical Mixed / 20mg],XdeadX,,3.00,0,0,1,1,Y,240,10,6942417201776,6942417201776,
SC4I1PFM-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Tropical Mixed],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PFM-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Tropical Mixed],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PLI-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Lychee Ice / 20mg],Pre-filled Pods,ELECTRA S26-A2  ELECTRA B6-C11  WITTON TRADE C10-D9,3.00,645,0,61,123,Y,240,10,6942417201837,6942417201837,
SC4I1PLI-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Lychee Ice],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PLI-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Lychee Ice],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PLL-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Lemon Lime / 20mg],XdeadX,,3.00,0,0,1,1,Y,240,10,6942417201530,6942417201691,
SC4I1PLL-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Lemon Lime],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PLL-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Lemon Lime],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PMB-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Melon Berry / 20mg],Pre-filled Pods,ELECTRA B21-E14  ELECTRA C15-R3  ELECTRA B21-R1  ELECTRA B15-R2  ELECTRA S26-A2  WITTON TRADE C10-C12,3.02,1005,0,97,195,Y,1,10,6942417201653,6942417201813,
SC4I1PMB-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Melon Berry],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PMB-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Melon Berry],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PPL-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Pink Lemonade / 20mg],XdeadX,,3.00,0,0,1,1,Y,240,10,6942417201592,6942417201752,
SC4I1PPL-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Pink Lemonade],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PPL-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Pink Lemonade],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PSC-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Strawberry Burst / 20mg],XdeadX,ELECTRA A22-F5,3.00,57,0,1,1,Y,240,10,6942417201622,6942417201783,
SC4I1PSC-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Strawberry Burst],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PSC-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Strawberry Burst],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PWI-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Watermelon Ice / 20mg],XdeadX,ELECTRA G23-S1  ELECTRA A24-B11,3.00,91,0,3,5,Y,240,10,6942417201554,6942417201714,
SC4I1PWI-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Watermelon Ice],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PWI-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Watermelon Ice],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PWPR-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [White Peach Razz / 20mg],XdeadX,,3.00,0,0,1,1,Y,240,10,6942417201844,6942417201844,
SC4I1PWPR-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [White Peach Razz],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PWPR-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [White Peach Razz],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1PWS-P,SKE Crystal 4-in-1 2400 Pre-filled Flavour Pods [Watermelon Strawberry / 20mg],Pre-filled Pods,ELECTRA S26-A2  ELECTRA B6-C10  WITTON TRADE C10-D10,3.00,649,0,111,221,Y,240,10,6942417201646,6942417201806,
SC4I1PWS-P-IE,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Watermelon Strawberry],Pre-filled Pods,,3.00,0,0,1,1,N,1,1,,,
SC4I1PWS-P-UK,SKE Crystal 4-in-1 Pre-filled Flavour Pods [Watermelon Strawberry],Pre-filled Pods,,0.00,0,0,5,100,N,1,1,,,
SC4I1RE-DV,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Rose Edition],Pre-filled Pod Kits,ELECTRA F7-S3  ELECTRA A23-R3  ELECTRA A24-E8  WITTON TRADE E11-F2,4.24,259,0,1,1,Y,100,1,6942417201400,6942417204708,
SC4I1RE-DV-IE,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Rose Edition],Rol SKU,,4.50,0,0,1,1,Y,100,1,,,
SC4I1RE-P,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Rose Edition / 20mg],Pre-filled Pods,ELECTRA H20-E7,3.01,-15,0,71,141,Y,240,10,6942417206122,6942417206177,
SC4I1RE-P-IE,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Rose Edition],XdeadX,,3.00,0,0,1,1,Y,1,1,,,
SC4I1RE-P-UK,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Rose Edition],XdeadX,,0.00,0,0,5,100,Y,1,1,,,
SC4I1SBRL-DV,SKE Crystal 4-in-1 2400 Single Prefilled Pod Kit [Blueberry Lime],Pre-filled Pod Kits,ELECTRA C15-R3  ELECTRA A24-B5  ELECTRA T17-A1  ELECTRA R7-C1  ELECTRA P22-B1  WITTON TRADE B14-A8,4.57,770,0,4,8,Y,1,5,6942417201424,6942417204722,15060926946839
SC4I1SBRL-DV-IE,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Blueberry Lime],Rol SKU,,4.50,0,0,1,1,Y,100,1,,,
SC4I1SBSR-DV,SKE Crystal 4-in-1 2400 Single Prefilled Pod Kit [Blueberry Sour Raspberry],Pre-filled Pod Kits,ELECTRA A24-B6  ELECTRA R7-C1  WITTON TRADE E11-F3,4.24,987,0,37,73,Y,100,5,6942417201394,6942417204692,15060926946808
SC4I1SBSR-DV-IE,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Blueberry Sour Raspberry],Rol SKU,,4.50,0,0,1,1,Y,100,1,,,
SC4I1SCI-DV,SKE Crystal 4-in-1 2400 Single Prefilled Pod Kit [Cherry Ice],Pre-filled Pod Kits,ELECTRA H22-E6  WITTON TRADE E11-F1,4.52,73,0,0,0,Y,100,5,6942417201417,6942417204715,
SC4I1SCI-DV-IE,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Cherry Ice],Rol SKU,,4.50,0,0,1,1,Y,100,1,,6942417204715,
SC4I1SFM-DV,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Tropical Mixed],Pre-filled Pod Kits,ELECTRA A24-E7  ELECTRA R7-C1  WITTON TRADE E11-F4,3.41,193,0,72,144,Y,100,5,6942417201370,6942417204678,15060926946792
SC4I1SFM-DV-IE,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Tropical Mixed],Rol SKU,,4.50,0,0,1,1,Y,100,1,,,
SC4I1SLL-DV,SKE Crystal 4-in-1 2400 Single Prefilled Pod Kit [Lemon & Lime],Pre-filled Pod Kits,ELECTRA G23-S1  ELECTRA F7-S3  ELECTRA A24-E6  WITTON TRADE E11-F6,4.52,201,0,10,20,Y,100,5,6942417201349,6942417204647,
SC4I1SLL-DV-CL,Clearance SKE Crystal 4-in-1 2400 Single Flavour Prefilled Pod Kit - Lemon & Lime [Lemon & Lime],Clearance,,0.00,0,0,1,1,N,100,1,,,
SC4I1SLL-DV-IE,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Lemon & Lime],Rol SKU,,4.71,0,0,1,1,Y,100,1,,6942417204647,
SC4I1SWI-DV,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Watermelon Ice],Pre-filled Pod Kits,ELECTRA B8-R2  ELECTRA B5-R2  ELECTRA A24-A2  ELECTRA T17-A3  ELECTRA R7-C1  WITTON TRADE E11-F5,3.83,2320,0,7,13,Y,100,5,6942417201363,6942417204661,15060926946785
SC4I1SWI-DV-IE,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [Watermelon Ice],XdeadX,,4.50,0,0,1,1,Y,100,1,,,
SC4I1UE-P,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Ultimate Edition / 20mg],XdeadX,ELECTRA A24-A11,3.00,175,0,29,57,Y,240,10,6942417206153,6942417206207,
SC4I1UE-P-IE,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Ultimate Edition],XdeadX,,3.00,0,0,1,1,Y,240,1,,,
SC4I1UE-P-UK,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [Ultimate Edition],XdeadX,,0.00,0,0,5,100,Y,1,1,,,
SC4I1WE-DV,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [White Edition],Pre-filled Pod Kits,ELECTRA G23-S1  ELECTRA C15-R3  ELECTRA A24-A7  ELECTRA S26-A2  ELECTRA R7-C1  ELECTRA P22-B1  WITTON TRADE B13-A6,4.20,1386,0,33,67,Y,100,5,6942417204739,6942417204654,15060926946846
SC4I1WE-DV-IE,SKE Crystal 4-in-1 2400 Prefilled Pod Kit [White Edition],XdeadX,,4.50,0,0,1,1,Y,100,1,,,
SC4I1WE-P,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [White Edition / 20mg],Pre-filled Pods,,3.06,0,0,1,1,Y,240,10,6942417206115,6942417206160,
SC4I1WE-P-IE,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [White Edition],XdeadX,,3.00,0,0,1,1,Y,240,1,,,
SC4I1WE-P-UK,SKE Crystal 4-in-1 2400 Mixed Flavour Prefilled Pods [White Edition],XdeadX,,0.00,0,0,5,100,Y,1,1,,,
SCA4P250G-HW,Skins Condoms Assorted 4 Pack RRP £2.99 [6 pcs],Non-Vape - Health & Wellbeing,ELECTRA E12-R3  ELECTRA G24-B10  WITTON TRADE E11-A5,5.52,54,75,15,31,N,1,1,5037353000437,5037353000437,
SCBSC10-NS,Seriously Clear Nic Salt 10mg [Blueberry Sour Cherry / 10mg],E-liquids - Nic Salts,ELECTRA D18-D1,0.80,787,0,5,100,N,360,10,5061045901290,5061045901351,
SCBSC20-NS,Seriously Clear Nic Salt 20mg [Blueberry Sour Cherry / 20mg],E-liquids - Nic Salts,ELECTRA D17-D1,0.80,860,0,5,100,N,360,10,5061045901412,5061045901474,
SCBSC5-NS,Seriously Clear Nic Salt 5mg [Blueberry Sour Cherry / 5mg],E-liquids - Nic Salts,ELECTRA C23-H7  ELECTRA C16-S2,0.80,226,0,5,100,N,360,10,5061045901177,5061045901238,
SCCDU-POS,Skins Condoms [CDU],POS,ELECTRA Z1-G9,4.85,466,0,5,100,N,1,1,,1234,
SCCL31OZ-C,Skittles Cotton Candy LABELS 3.1oz RRP £4.99 [12 pcs],Non-Vape - Confectionary,,23.50,0,0,1,1,Y,1,1,,5595602340,
SCCL6000A3FL-POS,SKE Crystal CL6000 Flavour Card [A3],POS,,0.01,0,0,1,1,Y,1,1,,,
SCCL6000A3P-POS,SKE Crystal CL6000 Poster [A3],POS,,0.01,0,0,1,1,Y,1,1,,,
SCCL6000BR20-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Blueberry Raspberries / 20mg],Pre-filled Pod Kits,ELECTRA REPLEN F  ELECTRA R7-B2  ELECTRA Q15-C2  ELECTRA F5-B3  WITTON TRADE A15-C1,4.00,967,0,419,839,N,100,5,6942417220517,6942417220616,6942417231650
SCCL6000BRL20-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Blue Razz Lemonade / 20mg],Pre-filled Pod Kits,ELECTRA F5-B5  WITTON TRADE A15-C2,4.00,7,0,181,363,N,100,5,6942417220425,6942417220524,
SCCL6000BSR20-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Blueberry Sour Raspberry / 20mg],Pre-filled Pod Kits,ELECTRA P11-B3  ELECTRA F5-B2  WITTON TRADE A15-C3,4.00,297,0,421,843,N,100,5,6942417220432,6942417220531,
SCCL6000CI20-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Cherry Ice / 20mg],Pre-filled Pod Kits,ELECTRA P11-B3  ELECTRA F5-B1  WITTON TRADE A15-C4,4.00,972,0,373,747,N,100,5,6942417220456,6942417220555,6942417231582
SCCL6000FC20-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Fizzy Cherry / 20mg],Pre-filled Pod Kits,ELECTRA F5-B6  WITTON TRADE A15-C5,4.00,140,0,322,644,N,100,5,6942417220494,6942417220593,
SCCL6000LL20-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Lemon & Lime / 20mg],Pre-filled Pod Kits,ELECTRA R7-B2  ELECTRA F5-B7  WITTON TRADE A15-C6,3.99,2696,0,410,820,N,100,5,6942417220449,6942417220548,6942417231575
SCCL6000PL20-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Pink Lemonade / 20mg],Pre-filled Pod Kits,ELECTRA REPLEN F  ELECTRA F3-B2  WITTON TRADE A15-C7,3.53,109,0,53,107,N,100,5,6942417220463,6942417220562,
SCCL6000SB20-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Strawberry Burst / 20mg],Pre-filled Pod Kits,ELECTRA Q15-C2  ELECTRA F5-B4  WITTON TRADE A15-C8,4.00,555,0,282,564,N,100,5,6942417220487,6942417220586,6942417231629
SCCL6000SP20-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Sour Pineapple / 20mg],Pre-filled Pod Kits,ELECTRA R5-B1  ELECTRA Q15-C2  ELECTRA P8-C3  ELECTRA F5-B8  WITTON TRADE A15-C10,3.91,3832,0,131,261,N,100,5,6942417220500,6942417220609,6942417231643
SCCL6000TC-POS,SKE Crystal CL6000 [Tent Card],POS,,0.01,0,0,1,1,Y,1,1,,,
SCCL6000WI20-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Watermelon Ice / 20mg],Pre-filled Pod Kits,ELECTRA S19-C2  ELECTRA P8-C3  ELECTRA F5-B9  WITTON TRADE A15-C9,3.86,1489,0,120,240,N,100,5,6942417220470,6942417220579,6942417231612
SCCLBPDBF-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Blue Fusion / 20mg],Pre-filled Pod Kits,ELECTRA A17-C21  ELECTRA E23-R2  ELECTRA R7-B1  ELECTRA P22-B1,4.00,1304,0,7,15,N,100,5,6942417289583,6942417289699,6942417291616
SCCLBPDBRFG-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Blue Razz Fruit Gum / 20mg],Pre-filled Pod Kits,ELECTRA A17-C22  ELECTRA R7-B1  ELECTRA P22-B1,4.00,1225,0,4,8,N,100,5,6942417289644,6942417289750,6942417291678
SCCLBPDFM-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Fruit Medley / 20mg],Pre-filled Pod Kits,ELECTRA A17-C24  ELECTRA P22-B1  ELECTRA P8-C3,4.00,1142,0,3,7,N,100,5,6942417289590,6942417289705,6942417291623
SCCLBPDKP-LBPD,SKE Crystal CL6000 Legal Big Puff Device [Kiwi Passionfruit Guava / 20mg],Pre-filled Pod Kits,ELECTRA F7-S3  ELECTRA R7-B1  ELECTRA P22-B1  ELECTRA B9-A9,4.00,1219,0,1,3,N,100,5,6942417289552,6942417289668,6942417291586
